child_id,fname,lname,age,family_size,num_of_siblings,parents_working_hours,household_income,access_to_technology,number_of_devices,environment_type,school_type
382,Jasmine,Pruitt,10,5,3,51.30,24875.64,1,2,urban,Private
383,Grace,Faulkner,12,7,5,43.20,26145.55,0,0,Unknown,PUBLIC
384,Jodi,Rodriguez,11,2,0,,"41,679.99",0,0,urban,Private
385,Kelsey,Livingston,17,2,0,,16888.48,1,,Rural,PUBLIC
386,Rodney,Valentine,3,6,4,57.60,93265.06,1,10,City,Private
387,Rodney,Velez,12,8,5,42.70,21622.01,1,2,countryside,public
388,  Christina   ,Santos,8,10,8,44.50,39318.62,1,2,Suburban,n/a
389,Marc,Frye,3,6,4,,29135.91,1,2,URBAN,PRIVATE
390,Kellie,Joyce,9,5,3,34.60,51870.59,1,4,Urban,Priv
391,John,Boone,17,7,5,43.60,15323 EGP,1,2,Rural,Gov
392,Stephen,ESCOBAR,8,6,4,37.10,12036.24,1,1,Rural,Public
393,Bruce,Mendoza,13,5,3,33.00,42105.75,1,3,Sub-urban,International
394,Raven,Fields,2,3,1,37.30,28810.39,0,0,Urban,  Priv  
395,Robert,Mclaughlin,10,2,0,57.20,29286.9,1,1,  Suburban  ,Public
396,Debbie,Wagner,11,4,1,39.40,51023.19,1,2,Urban,PRIVATE
397,Bill,Shannon,4,3,1,45.20,27624.02,0,2,Suburban,INTL
398,Penny,Simon,8,4,2,51.40,27389.45,1,3,city,PUB
399,Morgan,Gates,14,5,3,32.60,12778.66,,,Rural,Public
400,Kurt,Henry,11,4,1,68.50,45886.42,1,8,SUB,  private  
402,Stephen,Lynch,11,4,2,36.80,24881.87,1,1,Suburban,Public
403,Loretta,Barajas,18,2,0,44.90,34814.85,1,2,City,Public
404,Kyle,Blackburn,9,5,3,,"34736,0",0,6,Urban,Public
405,Stacey,Turner,16,2,0,50.10,51923.92,1,7,Urban,private 
406,Erika,Mason,11,4,2,70.20,"28612,51",0,0,Urban,Public
407,Kent,Unknown,17,4,2,48.50,63386.84,1,5,Urban,International
408,Nichole,Hubbard,1,3,1,35.70,22318.78,1,2,  Suburban  ,Public
409,Peggy,Richardson,11,6,4,47.70,31379.78,1,1,  Sub-urban  ,PRIVATE
410,Zachary,Williams,9,2,0,23.20,"$26,874",1,3, Urban ,Public
411,Desiree,Williamson,11,2,0,60.10,54242.88,0,,Rural,Homeschool
412,Dominique,,15,7,5,36.80,14145.47,,,Rural,Private
413,JONATHAN,Dominguez,12,6,4,,25768.05,0,0,Urban,private
414,Albert,Tucker,15,5,3,,31669.44,0,0,-,Gov
415,Nicholas,Barr,8,5,3,43.30,,0,,Rural,Public
416,Brandy,Flores,8,7,4,53.40,35346.99,1,5,URBAN,International
417,Jasmine,Castillo,11,3,1,46.00,58454.18,1,2,Urban,PRIVATE
418,Stefanie,Baird,10,7,5,47.90,18601.87,,,Rural,PUBLIC
419,Jason,Eaton,10,5,3,47.70,28320.7,0,0,SUB,Gov
420,Misty,Colon,7,5,3,25.70,"$15,123",1,1,RURAL,Public
421,Megan,Stuart,15,5,3,46.90,12993.56,1,1,RUR,Governmental
422,Monique,Massey,9,4,2,47.50,"31353,82",1,2,Urban,PRIVATE
423,Tammie,Daniel,16,4,2,40.00,25698.29,1,1,Suburban,PUBLIC
424,,Sharp,11,4,2,58.40,48790.65,1,8,SUBURBAN,PVT
425,Ebony,Burton,13,5,3,,17544.7,,,city,Private
426,Fred,Barber,13,4,2,54.40,66170.77,1,-2,Urban,Private
427,Andrea,Duran,8,7,5,27.70,27426.14,1,2,URB,public
428,Rita,Delacruz,12,3,1,57.10,27769.51,1,1,SUB,Int.
429,Christine,,17,2,0,,14247.55,1,5,Suburban,Homeschool
430,Dean,Reynolds,11,4,2,28.10,23366.65,1,3,Rural,Public
431,Colin,Warner,14,6,4,27.30,17531.21,,,Urban,Governmental
432,Pamela,Castaneda,13,7,5,45.20,31425.18,1,4,Sub-urban,International
433,Leon,Simon,12,5,3,62.10,34600.89,1,2,-,Private
434,Makayla,Black,11,4,2,50.90,14341.44,0,, Rural ,Public
435,Briana,Matthews,12,2,0,36.10,,0,0,SUB,homeschool
436,Diana,Aguilar,13,6,4,49.40,83980.81,1,3,SUB,International
437,Melinda,,6,4,2,30.60,approx 16.7k,0,, URB ,public
438,Allen,Stark,11,7,5,51.10,34544.75,1,2,Urban,Public
439,Rita,Williams,10,3,1,29.80,19902.62,1,3,Urban,  Gov  
440,Riley,Becker,9,2,0,60.70,45542.53,1,-1,SUBURBAN,Public
441,SONYA,Rhodes,15,3,1,46.30,24131.72,1,1,urban,Public
442,Karen,Carrillo,8,6,4,21.90,11343.66,1,1,RURAL,PUBLIC
443,Robert,Luna,5,2,0,,41247.1,1,3,city,-
444,Cory,ATKINS,13,5,3,38.10,,0,0,Suburb, Public 
445,Andrea,Hood,5,2,0,,23687.36,1,1,Urban,Public
446,Devin,Mack,4,3,1,40.10,43461.68,1,,Urban,  Public  
447,Carolyn,Whitaker,14,6,4,,,1,1,Suburban,Homeschool
448,Jenny,Dillon,11,5,3,45.00,17512.56,,,Urban, PUBLIC 
449,Sharon,Mcdowell,12,5,3,41.60,21240.02,1,3,City,Public
450,Jason,Higgins,9,4,2,41.40,31059.99,1,5,Suburban,Public
451,Leah,Holt,6,3,0,,9911.17,0,0,city,Public
452,Kristy,Bush,19,2,0,43.60,53998 EGP,1,3,Suburb,Private
453,Latoya,Powell,10,4,1,43.60,,0,0,Suburban,Public
454,Devon,Salas,6,2,0,37.50,"23,375.05",1,2,URBAN,PRIVATE
455,Sharon,Davidson,12,2,0,53.10,34319.34,1,3,city,Private
456,Sarah,,9,6,4,31.70,30582.41,0,0,Urban,Private
457,Tyrone,Frey,11,6,4,41.10,17500.96,0,0,Urban,PUBLIC
458,Michael,Shaw,11,3,1,50.60,,1,4,URBAN, Private 
459,Ariana,Austin,12,7,5,45.00,6208.52,,,SUB,Public
460,Tyrone,Rush,12,5,3,46.10,16040.88,,,Urban,  Public  
461,Julia,Conley,9,9,7,29.20,,0,0,  Rural  , Governmental 
462,Colleen,Conrad,11,4,2,49.90,15178.91,,,Suburban, Public 
463,Larry,Garrett,11,5,3,41.70,58148.45,1,1,Urban,Public
464,Jim,Owens,3,2,0,30.10,10279.54,1,3,Suburban,Public
465,Marvin,Vaughn,13,5,2,44.30,70024.79,1,,City,INTERNATIONAL
466,Norman,Downs,11,6,4,42.60,25515.12,1,2,-,Public
467,  Theodore   ,Vincent,13,3,1,49.40,,0,0,Rural,Governmental
468,Christy,Gallegos,6,2,0,,9362.83,,-2, URB ,PUB
469,Suzanne,Baldwin,9,3,1,54.80,26414.76,0,0,Urban,Public
471,Dean,graves,13,2,0,53.20,19537.13,0,0,  Rural  ,PUB
472,Jonathon,Ellis,5,4,2,38.80,19973.97,0,0,Suburban,PVT
473,,Sharp,7,5,3,,43290.63,1,2, Suburban ,international
474,Carl,  Mercado   ,12,3,1,59.60,23662.1,1,3,Suburban,  Priv  
475,Roberta,Schwartz,8,6,3,45.30,20269.05,1,3,SUBURBAN,Public
476,Emma,Lane,7,2,0,57.60,43708.15,1,5,SUBURBAN,Public
477,Matthew,Price,14,4,2,,19447.88,0,0,rural,Public
479,bradley,Coffey,13,3,1,66.70,"55924,81",1,2,URBAN,International
480,Gene,Pineda,14,5,3,64.00,25296.21,0,0, City ,Gov
481,  Alexandria   ,Villanueva,10,3,1,30.10,30364.71,1,1,Urban,Public
482,Luis,Juarez,10,5,3,23.20,"$47,292",1,3,Urban,Public
483,Krystal,Kramer,8,4,2,24.90,7724.4,0,0,URB,Public
484,Krystal,Green,11,4,2,43.60,28114.14,1,3,Urban,Intl
485,Javier,Navarro,9,4,2,46.50,15158.59,0,0,RURAL,Public
486,Catherine,Mann,9,5,3,,36524.14,1,5,Urban,public
487,Helen,Kelly,13,7,5,,19137.2,1,2,City,Public
488,Mercedes,Bailey,15,8,6,39.20,31335.16,1,1,Rural,Public
489,Leonard,Mitchell,12,2,0,39.00,19815.71,0,0,Urban,Public
490,Jean,Keller,17,5,2,39.90,19881.41,1,1,Suburb,  Governmental  
491,Cheryl,Haney,8,9,7,25.30,17757.7,,,Suburban,Public
492,Shawn,Hayes,4,3,1,41.70,approx 50.3k,1,10,  Suburban  ,public
493,Bradley,Schmidt,13,5,3,35.70,9442.09,0,0,  Urban  ,  Public  
494,Stefanie,Hardy,8,4,2,,,1,,Unknown,Priv
495,Suzanne,Frey,10,4,2,39.70,57546.8,1,5,Suburban,PRIVATE
496,Chad,Schultz,4,4,2,,21792.56,1,3,Urban, PUBLIC 
497,Randy,Valdez,7,6,4,27.50,52302.95,1,4,Urban, private 
498,Unknown,Colon,5,4,2,55.10,31937.92,1,3,URB,Public
500,dennis,Sparks,9,7,5,41.70,43168.21,1,3,Suburban, Public 
501,Unknown,Foley,11,9,7,53.70,"85,496.40",1,2,SUBURBAN,Private
502,Maurice,Horne,15,5,3,45.20,,,,SUBURBAN,Public
503,Jonathan,,13,5,3,55.60,33032.26,1,4,urban, Governmental 
504,Jesus,Tanner,5,9,7,34.60,6645.82,0,,Rural,Public
505,Helen,  Reese   ,13,3,1,,"12896,45",1,,Rural,public
506,Devon,Brandt,11,2,0,57.00,102468.33,1,2,Urban,Int.
507,Candice,Vincent,10,3,1,37.00,33107.34,1,4,Suburb,Private
508,Gabrielle,Velazquez,10,2,0,35.80,51097.85,1,3,city,Public
509,Joseph,Pierce,11,6,4,29.70,22757.87,1,2,Rural,Public
510,Joyce,Gamble,8,5,3,,38091.79,1,4,city,Governmental
511,Terri,Schwartz,10,2,0,37.60,22308.18,1,-4,Urban, Governmental 
512,Crystal,Castro,15,9,7,39.60,11617.25,1,1,,Public
513,Brett,Sloan,8,2,0,32.10,18919.78,0,0,Suburb,  PUB  
514,April,Rhodes,7,4,2,27.80,6622.86,0,0,Urban,PUBLIC
515,Maxwell,Lynch,10,2,0,,24462.06,0,0,Suburban,International
516,Molly,Randolph,6,7,5,52.20,29200 EGP,1,2,Suburban,Public
517,Paul,,4,2,0,43.40,21150.71,0,0,urban,Gov
518,Mariah,Boyer,9,4,2,47.10,23816.29,1,1, Suburban ,PUBLIC
519,John,Rivera,16,2,0,39.80,34158.84,1,3,Suburban,Governmental
520,,Weber,10,2,0,41.10,41632.7,1,5,  Suburb  ,public
521,Gregg,Chang,11,2,0,36.40,8876.87,0,0,RUR,Public
522,Javier,Mueller,3,4,2,24.50,,0,0,Suburban,Public
523,  Shannon   ,,12,5,3,44.40,approx 38.7k,1,4,SUB,Public
524,Deborah,Berry,11,4,2,,35381.84,1,4,suburban,n/a
525,Carly,Monroe,8,5,3,31.70,62281.48,1,1,Urban,Homeschool
526,justin,Walton,19,6,4,40.90,60876.89,1,3,Urban,  Private  
527,Matthew,Carney,11,6,4,,64742.96,1,4,Rural,International
528,Jasmine,Roberts,7,3,1,,,0,2,SUB,Gov
529,Cameron,Rush,12,2,0,62.50,,1,4,Urban,Private
530,Judith,Chen,15,4,2,51.60,"$17,926",1,6,URB,Public
531,Kaitlin,Goodwin,10,3,0,47.80,110938.26,1,5,Urban,International
532,Leonard,Burns,7,9,7,48.20,38180.62,1,2,Urban,PUB
533,Miguel,Gordon,10,5,3,40.90,40059 EGP,1,4,city,Public
534,Stacey,Walker,14,2,0,44.40,44110.76,1,4,Sub-urban,PUB
535,Charlene,Coleman,6,5,3,46.80,14108.75,0,0,Urban,International
536,Mathew,Galloway,13,4,2,27.70,,0,0,SUBURBAN,  home-school  
537,Aaron,King,8,5,3,35.10,18281.05,0,0,rural,Public
538,Oscar,Ho,11,5,3,41.60,20746.77,1,1,  Rural  ,public
539,Desiree,Wu,8,7,5,34.60,53927.98,1,3,Rural,Priv
540,Tiffany,Escobar,8,4,2,43.60,17640.28,1,3,Urban,Public
541,Ashley,Valencia,16,4,2,59.30,59701.12,1,,Suburb,PUB
542,,Santos,5,3,1,49.30,22113.11,1,2,Suburban,NA
543,Malik,Church,12,4,2,50.40,,1,3,Urban,public
544,Judith,Ayala,17,2,0,30.70,15676.0,0,0,Village,Public
545,Philip,Harrison,13,2,0,40.80,21635.65,0,0,Suburban,Public
546,  Ray   ,Chambers,6,6,4,54.80,33442.94,1,,Sub-urban, Public 
547,Jeremiah,Clay,6,2,0,29.90,23927.44,1,1,Urban,Public
548,Jim,Fitzgerald,8,7,5,,"13687,64",1,,URB,Governmental
549,Mia,Daniel,11,6,3,39.20,,1,1,RURAL,Public
550,Eddie,Rivera,11,3,1,42.30,38221.42,1,,city,Public
551,Nichole,Skinner,6,2,0,51.90,13748.98,,,Urban,  Public  
552,Leonard,,7,5,3,55.70,"35,242.45",1,6,Suburban,Intl
553,ADRIAN,Ford,8,5,3,46.10,48985.8,1,4,Suburban,International
554,Diana,Higgins,10,3,1,44.80,67101.52,1,6,Urban,Private
555,Nicole,Meyer,18,3,0,40.50,35800.43,0,0,Urban,Private
556,,Knapp,7,3,1,25.20,,,,Suburban,PUBLIC
557,ariel,Glover,7,6,4,35.40,24494.18,1,4,  Rural  ,  Public  
558,CRISTIAN,Proctor,6,3,1,31.80,,1,3,Urban,Gov
560,Nathan,Roberts,10,3,1,36.60,28567.48,0,0,Urban,
561,Candice,Roach,7,4,2,48.90,33389 EGP,1,6,  Suburban  ,Priv
562,David,Unknown,9,7,5,58.10,68390.78,1,,  Suburban  ,Homeschool
563,Tammy,Jacobs,8,6,4,44.20,,0,0,Rural,Public
564,Katie,Christian,12,9,7,49.50,41780.74,0,0,Suburban,Private
565,Maxwell,Roy,18,3,1,53.10,,1,3,Urban,Private
566,Riley,Payne,12,8,6,,33179.42,1,3,Urban,Int.
567,,Munoz,10,2,0,70.30,53197.05,1,3,unknown,Public
568,Russell,Aguilar,8,2,0,47.70,18820.8,1,3,URB,Public
569,Madeline,Yang,6,4,2,37.30,29048.54,1,2,Suburban,home-school
570,Wayne,Hurley,13,8,6,37.30,30180.52,1,3,  City  ,Public
571,Melvin,Phelps,13,2,0,29.50,,1,,Urban,Public
572,Mikayla,Long,9,7,5,46.00,50408.79,1,5,Suburban,Private
575,Christina,Sullivan,13,3,1,13.20,"$25,751",0,0,URBAN,Public
576,Kellie,Briggs,12,3,0,56.80,,0,,Urban,NA
577,Nancy,Mann,10,3,1,43.90,"43,873.00",1,1,Urban,Private
578,Madison,Galvan,7,6,4,70.40,30610.31,0,0,Urban,Public
579,Cathy,LUCAS,10,2,0,,17727.54,,,Suburban,  Public  
580,Sara,Terry,14,2,0,39.80,22372.91,0,0, Urban ,Public
581,Leslie,Daugherty,9,5,3,31.00,"29,535.01",1,2,Urban,Public
582,Julie,Schmitt,12,6,4,34.90,10270.94,0,0,Rural,Private
583,Bill,Farmer,7,12,10,64.90,,0,0,Urban,  Public  
584,Gloria,Swanson,13,5,3,,19222.58,1,2,Urban,Public
585,,Meadows,12,2,0,49.20,,0,0,Rural,Public
586,Keith,Mcguire,6,3,1,52.10,148185.87,1,,Suburban,Homeschool
587,Kimberly,Boyer,10,5,3,65.40,86415.15,1,9,Urban,Private
588,Tracy,Hayes,14,4,2,49.30,18567.53,,,Rural,Public
589,sandra,  Murillo   ,6,2,0,,40866.21,1,3,Suburban,  Public  
590,Jeremy,,7,4,2,52.40,52131.33,1,3,URBAN,INTL
591,Caitlin,Doyle,10,5,3,54.80,28524.14,0,,City,Public
592,Alexandra,Little,18,3,1,17.80,20040.6,1,4, Village ,Public
593,Angela,Kelly,8,2,0,34.70,25740.12,0,0,city,Homeschool
594,Becky,Henderson,12,8,6,27.60,51052.96,1,9,Suburban,PUB
595,Erin,Olson,11,8,6,56.80,59765.76,1,,Urban,Intl
596,Sheri,Torres,8,2,0,54.50,70196.62,1,3,Urban,  Homeschool  
597,Noah,Henderson,11,4,2,39.00,19856.75,1,2,Rural,Public
598,Philip,Hull,9,2,0,,56516.77,1,,RUR,International
599,,Kramer,9,3,1,45.30,"28,509.91",1,7,URBAN,Governmental
600,Austin,Unknown,5,7,4,52.60,91657.29,1,6,URBAN,International
602,Ashley,Leon,14,4,2,35.70,12536.6,1,1,Suburb,PUB
603,Kimberly,Gilbert,11,3,1,50.30,90698.35,1,6,Urban,  PRIVATE  
604,Tyler,Sloan,14,3,1,51.70,42753.55,1,7,Urban,Private
605,Jackson,Castaneda,13,4,2,51.90,22822.85,1,3,Rural,public
606,Curtis,Mcneil,10,7,5,43.30,24385.24,1,1,Urban,Public
607,Laurie,Curry,8,3,1,44.10,18679.24,1,3,  URB  ,Public
608,Luis,Lynn,9,5,3,40.40,19680.07,1,5,  Urban  ,public
609,Lori,Unknown,5,4,2,40.40,32086.83,1,, Urban ,Public
610,Sheryl,Adkins,10,4,2,73.50,23561.98,0,0,  Suburban  ,Public
611,Tammie,Campbell,11,3,0,38.60,10225.92,0,0,Urban,PUBLIC
612,Julie,Patel,17,4,2,64.80,64962.64,1,4,Suburban,Private
613,Kellie,Branch,12,6,3,38.70,23603.7,0,0,URBAN,Public
614,Kim,Blackburn,7,3,1,35.50,58754.63,1,5, Urban ,Public
615,  Dylan   ,LAMBERT,5,2,0,22.60,,1,-1,Rural,public
616,,Romero,10,6,4,39.00,,1,2,SUB,NA
617,Shelby,PRINCE,13,8,6,23.80,50755.29,1,2,urban,Private
618,Earl,Gilbert,10,3,1,60.10,47046.43,1,1,Urban,Private
619,Tyler,Boone,12,4,2,39.30,22084.29,0,0,Suburban,Public
620,Jill,,10,7,5,45.50,33864.13,0,0,Suburban, Public 
621,Paul,Atkinson,13,7,5,33.70,37114.78,1,1, Suburban ,Public
622,Mikayla,May,5,3,1,26.20,approx 23.6k,1,1, Suburban ,  PUB  
623,Stanley,Wood,16,5,3,27.80,16114.18,1,3,urban,Private
624,Peggy,Durham,6,5,3,51.00,12167.07,0,0,rural,Public
625,Oscar,Nichols,13,3,1,,24135.14,0,0,City,  Private  
626,Melinda,Roach,10,3,0,41.80,30161.82,1,,urban, Public 
627,,Riley,10,8,6,33.40,61439.56,1,4,Suburban,international
628,Natasha,,10,3,1,46.70,48977.45,1,3,Urban,Homeschool
629,Alec,Heath,45,3,1,53.70,18980.45,1,3,Urban, Public 
630,Carol,Benitez,12,8,6,69.30,81641.03,1,2,Urban,PRIVATE
631,Francisco,Evans,14,2,0,67.10,,1,3,Suburban,Homeschool
632,Leon,Hodge,16,3,0,,37040.13,1,1,SUB,Private
633,Alicia,WEEKS,12,5,3,30.90,,0,0,  Suburban  ,Governmental
634,Brenda,Allen,17,6,4,44.50,23185.21,1,1,Urban,PUBLIC
635,Michele,Patterson,11,5,3,38.10,52620.77,1,5,city,Private
636,Loretta,Hughes,14,9,7,50.80,10578.94,0,0,NA,Public
637,Marc,Cannon,12,2,0,57.90,26379.55,1,2, SUBURBAN ,PUB
638,Alvin,Barton,9,4,2,41.60,33156.73,1,1,suburban, Priv 
639,Roberta,Parrish,11,3,1,48.00,,,,Urban,Public
640,Kelli,Perry,12,5,3,50.80,,0,0,urban,Gov
641,Cheyenne,Anderson,10,9,7,32.60,48974.81,1,8,  Urban  ,international
642,Darlene,,12,5,2,62.80,123606.75,1,7,null,Private
643,Bill,Cortez,14,4,1,43.50,22078.87,0,0, Village ,Private
645,Stefanie,Hansen,3,3,1,25.50,18283.61,0,3,Urban,Public
646,April,Williams,17,5,3,,66724.07,1,9,urban,Homeschool
647,Duane,,9,4,2,48.50,20801.46,1,1,Suburban,public
648,Ellen,,8,4,2,70.60,,1,3,Urban,International
649,Maureen,Sherman,6,4,2,34.70,35739.57,0,0,suburban,  Private  
650,Felicia,,9,6,4,57.10,36222.41,0,0,Sub-urban,Public
651,Suzanne,Cobb,8,4,2,59.70,41205.14,1,2,Urban,  Home School  
652,Rodney,Montoya,8,5,3,40.50,40489.15,1,2,  City  ,International
653,Elaine,Goodwin,8,6,4,54.90,34747.56,0,0,Urban,International
654,Devon,Wolfe,12,5,3,29.90,43612.31,1,2, Suburban ,International
655,Debbie,,18,3,1,62.80,19943.79,1,2,city,Public
656,Derek,Russell,13,3,1,40.30,26072.82,0,0,URB,private
657,Tiffany,Adkins,15,6,4,,66665.88,1,4,URBAN,Private
658,Shane,Boyer,9,3,1,41.90,28144.25,1,,  Suburban  ,Public
659,Chad,Ho,11,4,2,,,1,1,  Rural  ,Public
660,Kristi,Barnes,12,8,6,33.60,30308.34,1,3,Rural, Public 
661,Cody,Neal,8,5,3,56.70,27189.53,1,4, Rural ,PUB
662,Brittany,Frost,9,6,4,43.10,,1,1,URBAN,Public
663,Savannah,Yoder,14,3,1,,44420.77,1,5,URB,PUB
664,Mathew,Stephens,14,7,5,30.70,27599.03,1,3,  Suburban  ,  Private  
665,Bailey,Stewart,2,2,0,52.90,,1,1,n/a,Public
666,Jody,Roberson,6,2,0,52.70,25742.22,1,2,Suburban,  Governmental  
667,Earl,Joyce,9,3,0,50.20,38382.83,1,4,URB,Public
668,Phyllis,Frost,5,5,3,33.80,,0,0,rural,Governmental
669,Jeffrey,Freeman,11,2,0,35.80,18174.7,1,1,Urban,n/a
670,Ray,Humphrey,11,7,5,47.20,38447.76,1,2,suburban, Public 
671,Kathy,Sweeney,10,7,5,50.00,72532.5,1,5,Village,Private
672,Rodney,LI,11,4,2,53.10,"31,319.66",1,2,Suburban,INTERNATIONAL
673,Darius,Parks,12,7,5,44.90,17482.53,1,1,Suburban,Public
674,Unknown,Knight,11,10,8,23.50,27569.78,1,3,Suburban,Homeschool
675,Lisa,Pearson,6,3,1,44.40,15656.11,0,0,Suburban,Public
676,Matthew,salazar,10,4,2,41.10,approx 50.9k,0,0,SUBURBAN,Gov
677,Yvette,Pineda,12,4,2,30.90,30529.35,1,3,  URBAN  ,Homeschool
678,Monica,Morales,16,7,5,31.10,53064.55,0,0,City,private
679,christie,Rojas,10,3,1,33.60,23519.84,1,5,Sub-urban,Public
680,Guy,Jones,12,4,2,25.80,47957.87,1,4,Suburban,private 
681,Derrick,Shah,14,2,0,34.00,10477.89,0,0,Suburban,Governmental
682,,Ellis,10,6,4,56.10,30135.61,1,1,Urban,Public
683,Judith,Phelps,15,4,2,,40005.56,1,8,Urban,Public
684,Danny,,15,3,0,27.40,25652.77,1,5,Urban,Public
685,Gail,,1,2,0,29.50,20904.73,0,0,Rural, PUBLIC 
686,Jackson,Silva,12,4,2,69.60,35896.65,1,1,urban,Public
687,Steven,Weaver,18,4,2,48.30,52937.03,1,,  Urban  ,International
688,Gloria,Moon,8,2,0,47.50,41849.68,1,4,Urban,  Public  
689,Madison,Dominguez,18,5,3,43.90,31764.69,1,3, Suburban ,Public
690,Jodi,Davenport,13,4,2,25.70,"$48,228",1,5,Urban,PUB
691,Isaac,Arnold,15,4,2,19.10,,0,0,Suburb,Home School
692,Rick,Bolton,9,8,6,28.50,19656.72,1,5,Urban,Public
693,Katelyn,Prince,14,3,0,31.20,13878.66,1,,Urban,Public
694,Judy,  Elliott   ,16,4,2,33.90,40204.37,1,3,Urban, INTL 
695,Gregg,Freeman,7,6,4,,approx 37.3k,1,4, Urban , Public 
696,,Lutz,10,2,0,,54825.59,1,4,Suburban,Private
697,Roger,Schmidt,3,9,7,55.20,20814.73,0,0,Rural,Public
698,Wesley,Hood,10,5,3,34.50,18080.05,0,0,Suburban,Public
699,Mia,Wagner,8,5,3,37.90,18466.26,,,Rural,Public
700,Billy,Chambers,10,4,2,,,,,Urban,Public
701,David,Cummings,18,8,6,41.10,13704.45,1,1,Rural,International
702,Christie,Swanson,17,3,1,36.70,8177.11,0,,-,home-school
703,Richard,Franco,5,4,2,50.10,30659 EGP,0,0,Suburban,PUB
704,Dale,Valentine,13,4,2,49.80,21947.0,0,5,Suburban,Public
705,,Welch,13,6,4,52.60,27646.33,1,,Urban,Public
706,James,Beck,9,5,3,40.70,17812.02,0,0, City ,Homeschool
707,Unknown,Jacobson,11,5,3,50.20,20581.11,0,,URB,Public
708,Susan,Ellis,11,5,3,13.80,43518.4,1,4,urban,public
709,Whitney,Wiggins,6,4,2,39.30,,0,,Suburban,homeschool
710,Corey,Cooper,7,4,2,48.70,approx 22.7k,0,0,RUR,Homeschool
711,Walter,Leon,11,2,0,28.60,19031.06,0,0,Urban,Gov
712,Brandon,Fischer,11,7,5,49.70,10152.23,0,-3,Suburb,Public
713,,Kelley,8,2,0,22.10,,1,2,Suburban,International
714,cassandra,,8,4,1,26.80,61762.36,1,8,Urban,Private
715,Dwayne,Fisher,10,2,0,41.90,22099.11,1,5,Urban,Home School
716,Calvin,MONTES,14,6,4,13.20,21980.23,0,,Urban,Public
717,Sheryl,Hoover,10,2,0,41.70,22292.8,1,1,Sub-urban,public
718,Alexis,Fleming,16,7,5,54.80,19043.18,0,0,Urban,NA
719,Laurie,Norton,8,7,4,,20981.24,1,4,Urban,Homeschool
720,Unknown,Guerrero,11,6,4,36.30,38083.39,1,4,URB,Public
721,Rick,Arellano,9,2,0,57.10,53671.72,1,5, RURAL ,International
722,Zoe,Torres,13,6,4,16.60,21055 EGP,1,3,Suburb,PUBLIC
723,Joanna,Griffin,8,5,3,50.70,52193.19,1,4,N/A,International
724,Connie,Bautista,17,6,4,42.80,31072.88,1,2,Suburb,Public
725,,Harris,4,7,5,17.90,6838.14,0,0,RURAL,Homeschool
726,Lawrence,Guerra,17,5,3,38.10,,0,0,URBAN,Private
727,Colleen,Fitzgerald,11,5,3,42.70,27377.35,1,5,Urban,Private
728,Veronica,Adams,12,4,2,50.20,66535.83,1,6,Urban,Private
729,Bonnie,Ward,99,6,4,67.20,68038.86,1,5,Unknown,Private
730,Gregg,Patton,14,3,1,40.50,31484.16,1,3, Sub-urban ,Public
731,Brittany,Marquez,8,2,0,42.20,49903.31,1,2,suburban,Public
732,Audrey,Fisher,13,3,1,34.90,23611.8,1,3,Suburban,PVT
733,Erik,Pruitt,17,5,3,38.50,,1,3,  URBAN  ,  Private  
734,Gabriel,Parsons,7,7,5,62.70,27043.06,1,1,suburban,  Gov  
735,Alexis,Houston,18,3,1,57.80,54378.33,1,6,Urban,Private
736,Elizabeth,Woods,12,4,2,30.30,57507.79,1,3,Urban,private 
738,Brianna,Peters,7,8,6,32.30,,0,0,RUR,Public
739,Erika,Oconnor,10,3,1,42.70,20306.59,0,0,Suburban,Public
740,Lindsay,Grant,45,2,0,16.50,38705.63,1,5,  SUBURBAN  ,Public
741,Karen,Morse,9,2,0,26.40,41831.43,1,5,-,Governmental
742,Craig,Shah,10,6,4,41.40,32438.93,0,0,Urban,Public
743,Jenna,Bright,7,4,1,49.70,25040.25,1,2,Urban,Gov
744,Stacy,Rose,13,3,1,41.30,28431.81,1,6,Suburban, Private 
745,Kelly,Unknown,10,4,2,,,0,0,countryside,Public
746,Jackie,Hoffman,8,4,2,46.40,22024.23,1,1,Suburban,Private
747,Barbara,Vaughan,9,6,3,45.70,87379.71,1,6,URBAN, INTL 
748,Sharon,Roach,12,2,0,35.30,,1,1,rural,Public
749,Barry,Bryant,11,4,2,34.80,39311.94,0,0,Urban,private
750,Laura,Mcfarland,8,6,4,59.70,32341.56,1,3,Urban,Governmental
751,Justin,Johnson,11,9,7,36.20,,1,1,URB,Public
752,Heather,RANDOLPH,10,9,7,50.90,14860.17,0,,URBAN, Public 
753,Anne,Jordan,6,5,3,38.60,24474.46,0,0,Suburban,Governmental
754,Anna,Anthony,9,3,1,17.00,8743.08,0,0,Suburb,PUBLIC
755,Judy,Pena,13,9,7,,"81366,85",1,-3,  Urban  ,Private
758,Derek,Kim,13,2,0,,58260.82,1,6,Urban,homeschool
759,Bobby,Tucker,7,7,5,,approx 27.5k,1,,Urban,Gov
760,Ross,Gilmore,7,4,1,58.40,42534.63,1,1,  URB  ,Public
761,Maureen,Allen,10,5,3,,12519.95,1,1,Rural,public
762,Kelly,Hamilton,16,6,4,32.30,17588.29,0,0,Rural,Public
763,Beth,Tanner,999,4,2,40.30,50648.4,0,3,Urban,PUBLIC
